Text,Labels,Normalisasi,Tokenized_Text,Stemmed_Text
iya kayak bts yg udah tunda milu,positif,iya kayak bts yang sudah tunda milu,"['iya', 'kayak', 'bts', 'yang', 'sudah', 'tunda', 'milu']","['iya', 'kayak', 'bt', 'yang', 'sudah', 'tunda', 'milu']"
tunda milu sulut people power,positif,tunda milu sulut people power,"['tunda', 'milu', 'sulut', 'people', 'power']","['tunda', 'milu', 'sulut', 'peopl', 'power']"
pinokio dkk hoax singapur lock down covid nyata milu tunda,positif,pinokio dkk hoax singapur lock down covid nyata milu tunda,"['pinokio', 'dkk', 'hoax', 'singapur', 'lock', 'down', 'covid', 'nyata', 'milu', 'tunda']","['pinokio', 'dkk', 'hoax', 'singapur', 'lock', 'down', 'covid', 'nyata', 'milu', 'tunda']"
yg harap perintah skrg      peoples power    milu tunda jabat panjang,positif,yang harap perintah sekarang peoples power milu tunda jabat panjang,"['yang', 'harap', 'perintah', 'sekarang', 'peoples', 'power', 'milu', 'tunda', 'jabat', 'panjang']","['yang', 'harap', 'perintah', 'sekarang', 'peopl', 'power', 'milu', 'tunda', 'jabat', 'panjang']"
maling ya tangkap urus milu tunda maling petinggi parpol calon tinggal diskualifikasi aja milu jalan gitu aja repot,negatif,maling ya tangkap urus milu tunda maling petinggi parpol calon tinggal diskualifikasi saja milu jalan begitu saja repot,"['maling', 'ya', 'tangkap', 'urus', 'milu', 'tunda', 'maling', 'petinggi', 'parpol', 'calon', 'tinggal', 'diskualifikasi', 'saja', 'milu', 'jalan', 'begitu', 'saja', 'repot']","['male', 'ya', 'tangkap', 'uru', 'milu', 'tunda', 'male', 'petinggi', 'parpol', 'calon', 'tinggal', 'diskualifikasi', 'saja', 'milu', 'jalan', 'begitu', 'saja', 'repot']"
ya gapapa tunda aja milu ampe ga hihihihi,positif,ya gapapa tunda saja milu sampai tidak hihihihi,"['ya', 'gapapa', 'tunda', 'saja', 'milu', 'sampai', 'tidak', 'hihihihi']","['ya', 'gapapa', 'tunda', 'saja', 'milu', 'sampai', 'tidak', 'hihihihi']"
yuk ppkm yuk tunda milu yuk jabat jokowi asu,negatif,yuk ppkm yuk tunda milu yuk jabat jokowi asu,"['yuk', 'ppkm', 'yuk', 'tunda', 'milu', 'yuk', 'jabat', 'jokowi', 'asu']","['yuk', 'ppkm', 'yuk', 'tunda', 'milu', 'yuk', 'jabat', 'jokowi', 'asu']"
bahaya bgt mesti lockdown tunda milu nih sptnya    ,negatif,bahaya banget mesti lockdown tunda milu nih sptnya,"['bahaya', 'banget', 'mesti', 'lockdown', 'tunda', 'milu', 'nih', 'sptnya']","['bahaya', 'banget', 'mesti', 'lockdown', 'tunda', 'milu', 'nih', 'sptnya']"
prabowo pa pny amunisi salawi yg mo periode syapa yg mo tunda milu syapa prabowo ken jd cawapres jokowi prabowo ken ganjar jd cawapresnya eh kesusu ngebet gibran jd cawapresnya prabowo sam,negatif,prabowo apa punya amunisi salawi yang mau periode syapa yang mau tunda milu syapa prabowo ken jadi cawapres jokowi prabowo ken ganjar jadi cawapresnya eh kesusu ngebet gibran jadi cawapresnya prabowo sama,"['prabowo', 'apa', 'punya', 'amunisi', 'salawi', 'yang', 'mau', 'periode', 'syapa', 'yang', 'mau', 'tunda', 'milu', 'syapa', 'prabowo', 'ken', 'jadi', 'cawapres', 'jokowi', 'prabowo', 'ken', 'ganjar', 'jadi', 'cawapresnya', 'eh', 'kesusu', 'ngebet', 'gibran', 'jadi', 'cawapresnya', 'prabowo', 'sama']","['prabowo', 'apa', 'punya', 'amunisi', 'salawi', 'yang', 'mau', 'period', 'syapa', 'yang', 'mau', 'tunda', 'milu', 'syapa', 'prabowo', 'ken', 'jadi', 'cawapr', 'jokowi', 'prabowo', 'ken', 'ganjar', 'jadi', 'cawapresnya', 'eh', 'kesusu', 'ngebet', 'gibran', 'jadi', 'cawapresnya', 'prabowo', 'sama']"
pilih periode tunda milu yg tdk yg tuju si bocil yg suruh maju hrs hilang malu thp nyata aj th walikota yg logis,positif,pilih periode tunda milu yang tidak yang tuju sih bocil yang suruh maju harus hilang malu thp nyata saja tahu walikota yang logis,"['pilih', 'periode', 'tunda', 'milu', 'yang', 'tidak', 'yang', 'tuju', 'sih', 'bocil', 'yang', 'suruh', 'maju', 'harus', 'hilang', 'malu', 'thp', 'nyata', 'saja', 'tahu', 'walikota', 'yang', 'logis']","['pilih', 'period', 'tunda', 'milu', 'yang', 'tidak', 'yang', 'tuju', 'sih', 'bocil', 'yang', 'suruh', 'maju', 'haru', 'hilang', 'malu', 'thp', 'nyata', 'saja', 'tahu', 'walikota', 'yang', 'logi']"
yg nyebar wacana periode tunda milu nunjuk gubernur dki spesies anjing yg,positif,yang nyebar wacana periode tunda milu nunjuk gubernur dki spesies anjing yang,"['yang', 'nyebar', 'wacana', 'periode', 'tunda', 'milu', 'nunjuk', 'gubernur', 'dki', 'spesies', 'anjing', 'yang']","['yang', 'nyebar', 'wacana', 'period', 'tunda', 'milu', 'nunjuk', 'gubernur', 'dki', 'spesi', 'anj', 'yang']"
aman nyaman milu tunda izin jabat bangun negeri presiden kongo,positif,aman nyaman milu tunda izin jabat bangun negeri presiden kongo,"['aman', 'nyaman', 'milu', 'tunda', 'izin', 'jabat', 'bangun', 'negeri', 'presiden', 'kongo']","['aman', 'nyaman', 'milu', 'tunda', 'izin', 'jabat', 'bangun', 'negeri', 'presiden', 'kongo']"
tp jgn tunda milu ya,positif,tapi jangan tunda milu ya,"['tapi', 'jangan', 'tunda', 'milu', 'ya']","['tapi', 'jangan', 'tunda', 'milu', 'ya']"
innalillahi moga ga alas tunda milu,negatif,innalillahi moga tidak alas tunda milu,"['innalillahi', 'moga', 'tidak', 'alas', 'tunda', 'milu']","['innalillahi', 'moga', 'tidak', 'ala', 'tunda', 'milu']"
awas covid jd alas tunda milu utk curang,negatif,awas covid jadi alas tunda milu untuk curang,"['awas', 'covid', 'jadi', 'alas', 'tunda', 'milu', 'untuk', 'curang']","['awa', 'covid', 'jadi', 'ala', 'tunda', 'milu', 'untuk', 'curang']"
aja alas tunda milu,negatif,saja alas tunda milu,"['saja', 'alas', 'tunda', 'milu']","['saja', 'ala', 'tunda', 'milu']"
wacana tunda milu,positif,wacana tunda milu,"['wacana', 'tunda', 'milu']","['wacana', 'tunda', 'milu']"
ya mosok sampe tunda milu,negatif,ya mosok sampai tunda milu,"['ya', 'mosok', 'sampai', 'tunda', 'milu']","['ya', 'mosok', 'sampai', 'tunda', 'milu']"
horeeee milu tunda jabat presiden,positif,horeeee milu tunda jabat presiden,"['horeeee', 'milu', 'tunda', 'jabat', 'presiden']","['horeee', 'milu', 'tunda', 'jabat', 'presiden']"
aja milu tunda biar tau masyarakat partai man sarangnyaa korupsi,positif,saja milu tunda biar tau masyarakat partai man sarangnyaa korupsi,"['saja', 'milu', 'tunda', 'biar', 'tau', 'masyarakat', 'partai', 'man', 'sarangnyaa', 'korupsi']","['saja', 'milu', 'tunda', 'biar', 'tau', 'masyarakat', 'partai', 'man', 'sarangnyaa', 'korupsi']"
tunda milu,positif,tunda milu,"['tunda', 'milu']","['tunda', 'milu']"
alas tunda milu,negatif,alas tunda milu,"['alas', 'tunda', 'milu']","['ala', 'tunda', 'milu']"
milu tunda sungguh rakyat yg presiden indonesia dgn alas covid varian pilpres tunda,negatif,milu tunda sungguh rakyat yang presiden indonesia dengan alas covid varian pilpres tunda,"['milu', 'tunda', 'sungguh', 'rakyat', 'yang', 'presiden', 'indonesia', 'dengan', 'alas', 'covid', 'varian', 'pilpres', 'tunda']","['milu', 'tunda', 'sungguh', 'rakyat', 'yang', 'presiden', 'indonesia', 'dengan', 'ala', 'covid', 'varian', 'pilpr', 'tunda']"
klo si menang ribut jadi kpu bawaslu kambing hitam tunda milu manis skenario culas,positif,kalo sih menang ribut jadi kpu bawaslu kambing hitam tunda milu manis skenario culas,"['kalo', 'sih', 'menang', 'ribut', 'jadi', 'kpu', 'bawaslu', 'kambing', 'hitam', 'tunda', 'milu', 'manis', 'skenario', 'culas']","['kalo', 'sih', 'menang', 'ribut', 'jadi', 'kpu', 'bawaslu', 'kamb', 'hitam', 'tunda', 'milu', 'mani', 'skenario', 'cula']"
yg penting rangka tunda milu data kelar,negatif,yang penting rangka tunda milu data kelar,"['yang', 'penting', 'rangka', 'tunda', 'milu', 'data', 'kelar']","['yang', 'pent', 'rangka', 'tunda', 'milu', 'data', 'kelar']"
upaya pancing emosi umat islam dgn main berita kayak gin kacau milu tunda pilres adakan yg menang sahabat iman pancing dgn berita is,negatif,upaya pancing emosi umat islam dengan main berita kayak gin kacau milu tunda pilres adakan yang menang sahabat iman pancing dengan berita is,"['upaya', 'pancing', 'emosi', 'umat', 'islam', 'dengan', 'main', 'berita', 'kayak', 'gin', 'kacau', 'milu', 'tunda', 'pilres', 'adakan', 'yang', 'menang', 'sahabat', 'iman', 'pancing', 'dengan', 'berita', 'is']","['upaya', 'panc', 'emosi', 'umat', 'islam', 'dengan', 'main', 'berita', 'kayak', 'gin', 'kacau', 'milu', 'tunda', 'pilr', 'adakan', 'yang', 'menang', 'sahabat', 'iman', 'panc', 'dengan', 'berita', 'is']"
ayah jabat negara tunda milu asah terampil parpol organisasi parpol,positif,ayah jabat negara tunda milu asah terampil parpol organisasi parpol,"['ayah', 'jabat', 'negara', 'tunda', 'milu', 'asah', 'terampil', 'parpol', 'organisasi', 'parpol']","['ayah', 'jabat', 'negara', 'tunda', 'milu', 'asah', 'terampil', 'parpol', 'organisasi', 'parpol']"
periode udh kubur pilpres set chaos milu hasil milu aku milu tunda dah    ,negatif,periode sudah kubur pilpres set chaos milu hasil milu aku milu tunda deh,"['periode', 'sudah', 'kubur', 'pilpres', 'set', 'chaos', 'milu', 'hasil', 'milu', 'aku', 'milu', 'tunda', 'deh']","['period', 'sudah', 'kubur', 'pilpr', 'set', 'chao', 'milu', 'hasil', 'milu', 'aku', 'milu', 'tunda', 'deh']"
akal akal lg nih biar alas tunda milu rakyat bohong,negatif,akal akal lagi nih biar alas tunda milu rakyat bohong,"['akal', 'akal', 'lagi', 'nih', 'biar', 'alas', 'tunda', 'milu', 'rakyat', 'bohong']","['akal', 'akal', 'lagi', 'nih', 'biar', 'ala', 'tunda', 'milu', 'rakyat', 'bohong']"
tunda dlu milu            ,negatif,tunda dulu milu,"['tunda', 'dulu', 'milu']","['tunda', 'dulu', 'milu']"
pek jelang milu sa endonesa darurat tunda peri anyooong,negatif,pek jelang milu sa endonesa darurat tunda peri anyooong,"['pek', 'jelang', 'milu', 'sa', 'endonesa', 'darurat', 'tunda', 'peri', 'anyooong']","['pek', 'jelang', 'milu', 'sa', 'endonesa', 'darurat', 'tunda', 'peri', 'anyooong']"
duuuuh ngalamat skenario tunda milu nih bau bau nya        ,negatif,duuuuh ngalamat skenario tunda milu nih bau bau nya,"['duuuuh', 'ngalamat', 'skenario', 'tunda', 'milu', 'nih', 'bau', 'bau', 'nya']","['duuuuh', 'ngalamat', 'skenario', 'tunda', 'milu', 'nih', 'bau', 'bau', 'nya']"
langkah dinasti jokowi kangkang indonesia wacana periode wacana panjang tunda milu mk paman usman gubernur dki presiden,negatif,langkah dinasti jokowi kangkang indonesia wacana periode wacana panjang tunda milu maka paman usman gubernur dki presiden,"['langkah', 'dinasti', 'jokowi', 'kangkang', 'indonesia', 'wacana', 'periode', 'wacana', 'panjang', 'tunda', 'milu', 'maka', 'paman', 'usman', 'gubernur', 'dki', 'presiden']","['langkah', 'dinasti', 'jokowi', 'kangkang', 'indonesia', 'wacana', 'period', 'wacana', 'panjang', 'tunda', 'milu', 'maka', 'paman', 'usman', 'gubernur', 'dki', 'presiden']"
klo copid rame milu tunda deh panjang dkj syahin anak nya gubernur cucu nya,negatif,kalo copid rame milu tunda deh panjang dkj syahin anak nya gubernur cucu nya,"['kalo', 'copid', 'rame', 'milu', 'tunda', 'deh', 'panjang', 'dkj', 'syahin', 'anak', 'nya', 'gubernur', 'cucu', 'nya']","['kalo', 'copid', 'rame', 'milu', 'tunda', 'deh', 'panjang', 'dkj', 'syahin', 'anak', 'nya', 'gubernur', 'cucu', 'nya']"
tukang survey nya nongol ilc dukung periode tunda milu panjang jabat rusak mk,negatif,tukang survey nya nongol ilc dukung periode tunda milu panjang jabat rusak maka,"['tukang', 'survey', 'nya', 'nongol', 'ilc', 'dukung', 'periode', 'tunda', 'milu', 'panjang', 'jabat', 'rusak', 'maka']","['tukang', 'survey', 'nya', 'nongol', 'ilc', 'dukung', 'period', 'tunda', 'milu', 'panjang', 'jabat', 'rusak', 'maka']"
asyikkk milu nya tunda,positif,asyikkk milu nya tunda,"['asyikkk', 'milu', 'nya', 'tunda']","['asyikkk', 'milu', 'nya', 'tunda']"
bahaya nihhh opini aja yaa ntah real covid covidkan takut manfaatin politik bahaya milu tunda    ,negatif,bahaya nih opini saja ya entah real covid covidkan takut manfaatin politik bahaya milu tunda,"['bahaya', 'nih', 'opini', 'saja', 'ya', 'entah', 'real', 'covid', 'covidkan', 'takut', 'manfaatin', 'politik', 'bahaya', 'milu', 'tunda']","['bahaya', 'nih', 'opini', 'saja', 'ya', 'entah', 'real', 'covid', 'covidkan', 'takut', 'manfaatin', 'politik', 'bahaya', 'milu', 'tunda']"
bener kebelet ken mimpin bom udah rencana ubah ink proyek proyek presiden aja proyek nya tunda beres kebut pas milu tugas presiden ribet tau gak,negatif,benar kebelet ken mimpin bom sudah rencana ubah ink proyek proyek presiden saja proyek nya tunda beres kebut pas milu tugas presiden ribet tau tidak,"['benar', 'kebelet', 'ken', 'mimpin', 'bom', 'sudah', 'rencana', 'ubah', 'ink', 'proyek', 'proyek', 'presiden', 'saja', 'proyek', 'nya', 'tunda', 'beres', 'kebut', 'pas', 'milu', 'tugas', 'presiden', 'ribet', 'tau', 'tidak']","['benar', 'kebelet', 'ken', 'mimpin', 'bom', 'sudah', 'rencana', 'ubah', 'ink', 'proyek', 'proyek', 'presiden', 'saja', 'proyek', 'nya', 'tunda', 'bere', 'kebut', 'pa', 'milu', 'tuga', 'presiden', 'ribet', 'tau', 'tidak']"
horeeeee milu tunda deh priode,positif,horeeeee milu tunda deh priode,"['horeeeee', 'milu', 'tunda', 'deh', 'priode']","['horeeee', 'milu', 'tunda', 'deh', 'priod']"
tunda milu ilmu    ,negatif,tunda milu ilmu,"['tunda', 'milu', 'ilmu']","['tunda', 'milu', 'ilmu']"
tipikal banget gerombol kolam ga omong sakit hati uu omnibus law lemah kpk periode gagal panjang jabat gagal tunda milu gagal mk paman pahlawan sukses langsu,negatif,tipikal banget gerombol kolam tidak omong sakit hati uu omnibus law lemah kpk periode gagal panjang jabat gagal tunda milu gagal maka paman pahlawan sukses langsu,"['tipikal', 'banget', 'gerombol', 'kolam', 'tidak', 'omong', 'sakit', 'hati', 'uu', 'omnibus', 'law', 'lemah', 'kpk', 'periode', 'gagal', 'panjang', 'jabat', 'gagal', 'tunda', 'milu', 'gagal', 'maka', 'paman', 'pahlawan', 'sukses', 'langsu']","['tipik', 'banget', 'gerombol', 'kolam', 'tidak', 'omong', 'sakit', 'hati', 'uu', 'omnibu', 'law', 'lemah', 'kpk', 'period', 'gagal', 'panjang', 'jabat', 'gagal', 'tunda', 'milu', 'gagal', 'maka', 'paman', 'pahlawan', 'suks', 'langsu']"
pemilanya taon kaka    milu taun ti tunda,negatif,pemilanya tahun kakak milu tahun ti tunda,"['pemilanya', 'tahun', 'kakak', 'milu', 'tahun', 'ti', 'tunda']","['pemilanya', 'tahun', 'kakak', 'milu', 'tahun', 'ti', 'tunda']"
pakai test the water first mmg rezim jokowi ambil bijak jd silah simpul skenario tsb dgn wacana periode tunda milu amp panjang ms jabat dgn alas a z pd yg ta,positif,pakai test the water first memang rezim jokowi ambil bijak jadi silah simpul skenario tersebut dengan wacana periode tunda milu amp panjang masih jabat dengan alas a saja pada yang ta,"['pakai', 'test', 'the', 'water', 'first', 'memang', 'rezim', 'jokowi', 'ambil', 'bijak', 'jadi', 'silah', 'simpul', 'skenario', 'tersebut', 'dengan', 'wacana', 'periode', 'tunda', 'milu', 'amp', 'panjang', 'masih', 'jabat', 'dengan', 'alas', 'a', 'saja', 'pada', 'yang', 'ta']","['pakai', 'test', 'the', 'water', 'first', 'memang', 'rezim', 'jokowi', 'ambil', 'bijak', 'jadi', 'silah', 'simpul', 'skenario', 'tersebut', 'dengan', 'wacana', 'period', 'tunda', 'milu', 'amp', 'panjang', 'masih', 'jabat', 'dengan', 'ala', 'a', 'saja', 'pada', 'yang', 'ta']"
ungkap milu d tunda dlm bbrap d diam sdh lindung jahat,negatif,ungkap milu di tunda dalam bbrap di diam sudah lindung jahat,"['ungkap', 'milu', 'di', 'tunda', 'dalam', 'bbrap', 'di', 'diam', 'sudah', 'lindung', 'jahat']","['ungkap', 'milu', 'di', 'tunda', 'dalam', 'bbrap', 'di', 'diam', 'sudah', 'lindung', 'jahat']"
gak curiga sertingan settung tabrak uu chaos tunda milu otomatis nambah langgeng,negatif,tidak curiga sertingan settung tabrak uu chaos tunda milu otomatis menambah langgeng,"['tidak', 'curiga', 'sertingan', 'settung', 'tabrak', 'uu', 'chaos', 'tunda', 'milu', 'otomatis', 'menambah', 'langgeng']","['tidak', 'curiga', 'sertingan', 'settung', 'tabrak', 'uu', 'chao', 'tunda', 'milu', 'otomati', 'menambah', 'langgeng']"
tunggu chaos tunda milu periode otomatis,negatif,tunggu chaos tunda milu periode otomatis,"['tunggu', 'chaos', 'tunda', 'milu', 'periode', 'otomatis']","['tunggu', 'chao', 'tunda', 'milu', 'period', 'otomati']"
tunda milu aja kalo selesai rohingya tai,negatif,tunda milu saja kalo selesai rohingya tahi,"['tunda', 'milu', 'saja', 'kalo', 'selesai', 'rohingya', 'tahi']","['tunda', 'milu', 'saja', 'kalo', 'selesai', 'rohingya', 'tahi']"
covid persen milu tunda anak gue,negatif,covid persen milu tunda anak gue,"['covid', 'persen', 'milu', 'tunda', 'anak', 'gue']","['covid', 'persen', 'milu', 'tunda', 'anak', 'gue']"
tunda dlu kampanye milu selesai dlu rohingya cepat,negatif,tunda dulu kampanye milu selesai dulu rohingya cepat,"['tunda', 'dulu', 'kampanye', 'milu', 'selesai', 'dulu', 'rohingya', 'cepat']","['tunda', 'dulu', 'kampany', 'milu', 'selesai', 'dulu', 'rohingya', 'cepat']"
tunda milu selesai rohingya jabat mang penting sibuk nyapres rohingya mudah selundup senjata narkoba stop dlu kampanye tindak roh cepat,negatif,tunda milu selesai rohingya jabat memang penting sibuk nyapres rohingya mudah selundup senjata narkoba stop dulu kampanye tindak roh cepat,"['tunda', 'milu', 'selesai', 'rohingya', 'jabat', 'memang', 'penting', 'sibuk', 'nyapres', 'rohingya', 'mudah', 'selundup', 'senjata', 'narkoba', 'stop', 'dulu', 'kampanye', 'tindak', 'roh', 'cepat']","['tunda', 'milu', 'selesai', 'rohingya', 'jabat', 'memang', 'pent', 'sibuk', 'nyapr', 'rohingya', 'mudah', 'selundup', 'senjata', 'narkoba', 'stop', 'dulu', 'kampany', 'tindak', 'roh', 'cepat']"
ga lengser skrg resiko milu tunda dukung partai koalisi yg penting pragmatis yg reshufle kemarin utk antisipasi tsb jkw anak partai,positif,tidak lengser sekarang resiko milu tunda dukung partai koalisi yang penting pragmatis yang reshufle kemarin untuk antisipasi tersebut jkw anak partai,"['tidak', 'lengser', 'sekarang', 'resiko', 'milu', 'tunda', 'dukung', 'partai', 'koalisi', 'yang', 'penting', 'pragmatis', 'yang', 'reshufle', 'kemarin', 'untuk', 'antisipasi', 'tersebut', 'jkw', 'anak', 'partai']","['tidak', 'lengser', 'sekarang', 'resiko', 'milu', 'tunda', 'dukung', 'partai', 'koalisi', 'yang', 'pent', 'pragmati', 'yang', 'reshufl', 'kemarin', 'untuk', 'antisipasi', 'tersebut', 'jkw', 'anak', 'partai']"
sengaja masy turun jalan milu tunda otomatis panjang jabat    ,positif,sengaja masy turun jalan milu tunda otomatis panjang jabat,"['sengaja', 'masy', 'turun', 'jalan', 'milu', 'tunda', 'otomatis', 'panjang', 'jabat']","['sengaja', 'masi', 'turun', 'jalan', 'milu', 'tunda', 'otomati', 'panjang', 'jabat']"
gue baca covid varian tunda milu,negatif,gue baca covid varian tunda milu,"['gue', 'baca', 'covid', 'varian', 'tunda', 'milu']","['gue', 'baca', 'covid', 'varian', 'tunda', 'milu']"
alamat ga milu ni tunda yok tunda panjang jabat kali ah apooon dah,negatif,alamat tidak milu nih tunda yuk tunda panjang jabat kali ah apooon deh,"['alamat', 'tidak', 'milu', 'nih', 'tunda', 'yuk', 'tunda', 'panjang', 'jabat', 'kali', 'ah', 'apooon', 'deh']","['alamat', 'tidak', 'milu', 'nih', 'tunda', 'yuk', 'tunda', 'panjang', 'jabat', 'kali', 'ah', 'apooon', 'deh']"
skenario tunda milu panjang jabat presiden lagu aransemen,negatif,skenario tunda milu panjang jabat presiden lagu aransemen,"['skenario', 'tunda', 'milu', 'panjang', 'jabat', 'presiden', 'lagu', 'aransemen']","['skenario', 'tunda', 'milu', 'panjang', 'jabat', 'presiden', 'lagu', 'aransemen']"
periode tunda milu gubernur dkj presiden rezim doyan aman huru hara negara moga cepat rezim bawa mudharat,positif,periode tunda milu gubernur dkj presiden rezim doyan aman huru hara negara moga cepat rezim bawa mudharat,"['periode', 'tunda', 'milu', 'gubernur', 'dkj', 'presiden', 'rezim', 'doyan', 'aman', 'huru', 'hara', 'negara', 'moga', 'cepat', 'rezim', 'bawa', 'mudharat']","['period', 'tunda', 'milu', 'gubernur', 'dkj', 'presiden', 'rezim', 'doyan', 'aman', 'huru', 'hara', 'negara', 'moga', 'cepat', 'rezim', 'bawa', 'mudharat']"
nahhhhh alas tunda milu,negatif,nahhhhh alas tunda milu,"['nahhhhh', 'alas', 'tunda', 'milu']","['nahhhhh', 'ala', 'tunda', 'milu']"
mo milu onliine tunda khawatir jatuh kuasa rakyat pingin ubah,negatif,mau milu onliine tunda khawatir jatuh kuasa rakyat pengin ubah,"['mau', 'milu', 'onliine', 'tunda', 'khawatir', 'jatuh', 'kuasa', 'rakyat', 'pengin', 'ubah']","['mau', 'milu', 'onliin', 'tunda', 'khawatir', 'jatuh', 'kuasa', 'rakyat', 'pengin', 'ubah']"
yg extrem milu tunda,negatif,yang extrem milu tunda,"['yang', 'extrem', 'milu', 'tunda']","['yang', 'extrem', 'milu', 'tunda']"
otak inisiator milu tunda si imin ngebet nyapres,negatif,otak inisiator milu tunda sih imin ngebet nyapres,"['otak', 'inisiator', 'milu', 'tunda', 'sih', 'imin', 'ngebet', 'nyapres']","['otak', 'inisi', 'milu', 'tunda', 'sih', 'imin', 'ngebet', 'nyapr']"
bongkar tunda milu pilu,negatif,bongkar tunda milu pilu,"['bongkar', 'tunda', 'milu', 'pilu']","['bongkar', 'tunda', 'milu', 'pilu']"
alesan milu tunda ieu mah bahayaaa,negatif,alesan milu tunda ieu mah bahayaaa,"['alesan', 'milu', 'tunda', 'ieu', 'mah', 'bahayaaa']","['alesan', 'milu', 'tunda', 'ieu', 'mah', 'bahayaaa']"
wacana hongkong si imin inisiator tum tum partai milu tunda amp si imin amp pkb dukung utama pilug amp kepala kepala daerah pilih dprd dpd si ngebet maju cawapres,positif,wacana hongkong sih imin inisiator tum tum partai milu tunda amp sih imin amp pkb dukung utama pilug amp kepala kepala daerah pilih dprd dpd sih ngebet maju cawapres,"['wacana', 'hongkong', 'sih', 'imin', 'inisiator', 'tum', 'tum', 'partai', 'milu', 'tunda', 'amp', 'sih', 'imin', 'amp', 'pkb', 'dukung', 'utama', 'pilug', 'amp', 'kepala', 'kepala', 'daerah', 'pilih', 'dprd', 'dpd', 'sih', 'ngebet', 'maju', 'cawapres']","['wacana', 'hongkong', 'sih', 'imin', 'inisi', 'tum', 'tum', 'partai', 'milu', 'tunda', 'amp', 'sih', 'imin', 'amp', 'pkb', 'dukung', 'utama', 'pilug', 'amp', 'kepala', 'kepala', 'daerah', 'pilih', 'dprd', 'dpd', 'sih', 'ngebet', 'maju', 'cawapr']"
hmmm gimana kalo tunda milu aja,negatif,hmmm bagaimana kalo tunda milu saja,"['hmmm', 'bagaimana', 'kalo', 'tunda', 'milu', 'saja']","['hmmm', 'bagaimana', 'kalo', 'tunda', 'milu', 'saja']"
biar milu tunda strategi curang masif sistemtis covid kambing hitam,negatif,biar milu tunda strategi curang masif sistemtis covid kambing hitam,"['biar', 'milu', 'tunda', 'strategi', 'curang', 'masif', 'sistemtis', 'covid', 'kambing', 'hitam']","['biar', 'milu', 'tunda', 'strategi', 'curang', 'masif', 'sistemti', 'covid', 'kamb', 'hitam']"
buka milu tunda libat hukum tegak adil,negatif,buka milu tunda libat hukum tegak adil,"['buka', 'milu', 'tunda', 'libat', 'hukum', 'tegak', 'adil']","['buka', 'milu', 'tunda', 'libat', 'hukum', 'tegak', 'adil']"
ujung nya tunda milu gak menang sih,positif,ujung nya tunda milu tidak menang sih,"['ujung', 'nya', 'tunda', 'milu', 'tidak', 'menang', 'sih']","['ujung', 'nya', 'tunda', 'milu', 'tidak', 'menang', 'sih']"
milu tunda maling ya tangkap aja,negatif,milu tunda maling ya tangkap saja,"['milu', 'tunda', 'maling', 'ya', 'tangkap', 'saja']","['milu', 'tunda', 'male', 'ya', 'tangkap', 'saja']"
ujung vaksin pandemi milu tunda gtu aja trs,negatif,ujung vaksin pandemi milu tunda begitu saja terus,"['ujung', 'vaksin', 'pandemi', 'milu', 'tunda', 'begitu', 'saja', 'terus']","['ujung', 'vaksin', 'pandemi', 'milu', 'tunda', 'begitu', 'saja', 'teru']"
mulaik dah kopat kopit milu tunda mukidi presiden hingga,positif,mulaik deh kopat kopit milu tunda mukidi presiden hingga,"['mulaik', 'deh', 'kopat', 'kopit', 'milu', 'tunda', 'mukidi', 'presiden', 'hingga']","['mulaik', 'deh', 'kopat', 'kopit', 'milu', 'tunda', 'mukidi', 'presiden', 'hingga']"
horeee milu tunda kalo bener ga ngibul,positif,horeee milu tunda kalo benar tidak ngibul,"['horeee', 'milu', 'tunda', 'kalo', 'benar', 'tidak', 'ngibul']","['horee', 'milu', 'tunda', 'kalo', 'benar', 'tidak', 'ngibul']"
tunggu aja proses tunda nunggu milu proses,negatif,tunggu saja proses tunda menunggu milu proses,"['tunggu', 'saja', 'proses', 'tunda', 'menunggu', 'milu', 'proses']","['tunggu', 'saja', 'prose', 'tunda', 'menunggu', 'milu', 'prose']"
milu tunda                ,negatif,milu tunda,"['milu', 'tunda']","['milu', 'tunda']"
tunda milu ga,positif,tunda milu tidak,"['tunda', 'milu', 'tidak']","['tunda', 'milu', 'tidak']"
tunda emang kubu lu kertas milu g g milu otak otak,negatif,tunda memang kubu lu kertas milu tidak tidak milu otak otak,"['tunda', 'memang', 'kubu', 'lu', 'kertas', 'milu', 'tidak', 'tidak', 'milu', 'otak', 'otak']","['tunda', 'memang', 'kubu', 'lu', 'kerta', 'milu', 'tidak', 'tidak', 'milu', 'otak', 'otak']"
curiga rencana laen bubar tunda milu dgn alas rekayasa kunaha ieu prof cageur teu jalmi teh        ,negatif,curiga rencana lain bubar tunda milu dengan alas rekayasa kunaha ieu prof cageur teu jalmi teh,"['curiga', 'rencana', 'lain', 'bubar', 'tunda', 'milu', 'dengan', 'alas', 'rekayasa', 'kunaha', 'ieu', 'prof', 'cageur', 'teu', 'jalmi', 'teh']","['curiga', 'rencana', 'lain', 'bubar', 'tunda', 'milu', 'dengan', 'ala', 'rekayasa', 'kunaha', 'ieu', 'prof', 'cageur', 'teu', 'jalmi', 'teh']"
